assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
5112566,157631,Ropalopus insubricus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CERAMBYCIDAE,Ropalopus,insubricus,,,,"(Germar, 1824)",Near Threatened,,3.1,Unknown,Global & Europe
5114760,157641,Ceruchus chrysomelinus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,LUCANIDAE,Ceruchus,chrysomelinus,,,,"(Hochenwart, 1785)",Near Threatened,,3.1,Decreasing,Global & Europe
5115632,157645,Tritoma bipustulata,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,EROTYLIDAE,Tritoma,bipustulata,,,,"Fabricius, 1775",Least Concern,,3.1,Stable,Global & Europe
5116249,157647,Dolocerus reichii,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CERAMBYCIDAE,Dolocerus,reichii,,,,"Mulsant, 1862",Least Concern,,3.1,Unknown,Global & Europe
5119169,157659,Clytus lama,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CERAMBYCIDAE,Clytus,lama,,,,"Mulsant, 1847",Least Concern,,3.1,Unknown,Global & Europe
5126247,157692,Ampedus hjorti,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ELATERIDAE,Ampedus,hjorti,,,,"(Rye, 1905)",Vulnerable,A4c,3.1,Decreasing,Global & Europe
5126672,157695,Lioderina linearis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CERAMBYCIDAE,Lioderina,linearis,,,,"(Hampe, 1870)",Data Deficient,,3.1,Decreasing,Global & Europe
5127501,157698,Ampedus coenobita,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ELATERIDAE,Ampedus,coenobita,,,,"(Costa, 1881)",Near Threatened,,3.1,Unknown,Global & Europe
5130390,157714,Pseudotriphyllus suturalis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,MYCETOPHAGIDAE,Pseudotriphyllus,suturalis,,,,"(Fabricius, 1801)",Near Threatened,,3.1,Unknown,Global & Europe
5133820,157730,Grynocharis oblonga,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,TROGOSITIDAE,Grynocharis,oblonga,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global & Europe
5148186,157795,Clytus tropicus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CERAMBYCIDAE,Clytus,tropicus,,,,"(Panzer, 1795)",Least Concern,,3.1,Unknown,Global & Europe
5149054,157800,Ampedus cardinalis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ELATERIDAE,Ampedus,cardinalis,,,,"(Schiödte, 1865)",Near Threatened,,3.1,Unknown,Global & Europe
5149490,157802,Dacne notata,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,EROTYLIDAE,Dacne,notata,,,,"(Gmelin, 1790)",Least Concern,,3.1,Unknown,Global & Europe
5151090,157810,Ampedus melanurus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ELATERIDAE,Ampedus,melanurus,,,,"Mulsant &amp; Guillebeau, 1855",Data Deficient,,3.1,Decreasing,Global & Europe
5158233,157847,Porthmidius gelineki,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ELATERIDAE,Porthmidius,gelineki,,,,"(Reitter, 1904)",Data Deficient,,3.1,Unknown,Global & Europe
5158380,157848,Ropalopus femoratus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CERAMBYCIDAE,Ropalopus,femoratus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global & Europe
5165889,157886,Chlorophorus aegyptiacus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CERAMBYCIDAE,Chlorophorus,aegyptiacus,,,,"(Fabricius, 1775)",Data Deficient,,3.1,Unknown,Global & Europe
5169119,157901,Osmoderma barnabita,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CETONIIDAE,Osmoderma,barnabita,,,,"Motschulsky, 1845",Near Threatened,,3.1,Decreasing,Global & Europe
5171713,157914,Hylis cariniceps,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,EUCNEMIDAE,Hylis,cariniceps,,,,"(Reitter, 1902)",Least Concern,,3.1,Stable,Global & Europe
5175297,157928,Callimus abdominalis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CERAMBYCIDAE,Callimus,abdominalis,,,,"(Olivier, 1795)",Least Concern,,3.1,Stable,Global & Europe
5358607,160251,Pontia daplidice,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PIERIDAE,Pontia,daplidice,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
5364211,160360,Hipparchia statilinus,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,NYMPHALIDAE,Hipparchia,statilinus,,,,"Hüfnagel, 1766",Least Concern,,3.1,Stable,Global
5372859,160590,Erebia cassioides,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,NYMPHALIDAE,Erebia,cassioides,,,,"(Reiner &amp; Hochenwarth, 1792)",Least Concern,,3.1,Decreasing,Global & Europe
5938416,164918,Purpuricenus globulicollis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CERAMBYCIDAE,Purpuricenus,globulicollis,,,,"Dejean, 1839",Data Deficient,,3.1,Unknown,Global & Europe
6022090,165463,Anax immaculifrons,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,AESHNIDAE,Anax,immaculifrons,,,,"Rambur, 1842",Least Concern,,3.1,Stable,Global
6690609,169949,Scyllarus arctus,ANIMALIA,ARTHROPODA,DECAPODA,MALACOSTRACA,SCYLLARIDAE,Scyllarus,arctus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Global
6698918,169983,Scyllarides latus,ANIMALIA,ARTHROPODA,DECAPODA,MALACOSTRACA,SCYLLARIDAE,Scyllarides,latus,,,,"(Latreille, 1802)",Data Deficient,,3.1,Unknown,Global
6722688,170056,Scyllarus pygmaeus,ANIMALIA,ARTHROPODA,DECAPODA,MALACOSTRACA,SCYLLARIDAE,Scyllarus,pygmaeus,,,,"(Bate, 1888)",Least Concern,,3.1,Unknown,Global
6809917,171925,Archon apollinus,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Archon,apollinus,,,,"(Herbst, 1798)",Lower Risk/near threatened,,2.3,,Global
6974162,173209,Hipparchia fagi,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,NYMPHALIDAE,Hipparchia,fagi,,,,"(Scopoli, 1763)",Near Threatened,,3.1,Decreasing,Global & Europe
6974668,173211,Lysandra coridon,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,LYCAENIDAE,Lysandra,coridon,,,,"(Poda, 1761)",Least Concern,,3.1,Stable,Global & Europe
6977611,173233,Hipparchia volgensis,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,NYMPHALIDAE,Hipparchia,volgensis,,,,"(Mazochin-Porshnjakov, 1952)",Least Concern,,3.1,Stable,Global & Europe
6977748,173234,Erebia rhodopensis,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,NYMPHALIDAE,Erebia,rhodopensis,,,,"Nicholl, 1900",Least Concern,,3.1,Stable,Global & Europe
6979486,173246,Erebia oeme,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,NYMPHALIDAE,Erebia,oeme,,,,"(Hübner, 1804)",Least Concern,,3.1,Decreasing,Global & Europe
6983131,173271,Polyommatus orphicus,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,LYCAENIDAE,Polyommatus,orphicus,,,,"Kolev, 2005",Vulnerable,"B2ab(iii,iv,v)",3.1,Decreasing,Global & Europe
6983441,173273,Polyommatus eleniae,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,LYCAENIDAE,Polyommatus,eleniae,,,,"Coutsis &amp; De Prins, 2005",Data Deficient,,3.1,Unknown,Global & Europe
6984697,173281,Coenonympha orientalis,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,NYMPHALIDAE,Coenonympha,orientalis,,,,"Rebel, 1910",Vulnerable,A2c,3.1,Decreasing,Global & Europe
6985207,173284,Erebia epiphron,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,NYMPHALIDAE,Erebia,epiphron,,,,"(Knoch, 1783)",Least Concern,,3.1,Decreasing,Global & Europe
6986657,173295,Polyommatus nephohiptamenos,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,LYCAENIDAE,Polyommatus,nephohiptamenos,,,,"(Brown &amp; Coutsis, 1978)",Near Threatened,,3.1,Unknown,Global & Europe
6986821,173296,Coenonympha rhodopensis,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,NYMPHALIDAE,Coenonympha,rhodopensis,,,,"Elwes, 1900",Least Concern,,3.1,Stable,Global & Europe
6987579,173302,Pseudochazara orestes,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,NYMPHALIDAE,Pseudochazara,orestes,,,,"de Prins &amp; van der Poorten, 1981",Vulnerable,D2,3.1,Unknown,Global & Europe
6988820,173311,Polyommatus aroaniensis,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,LYCAENIDAE,Polyommatus,aroaniensis,,,,"(Brown, 1976)",Least Concern,,3.1,Stable,Global & Europe
6989024,173313,Pieris balcana,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PIERIDAE,Pieris,balcana,,,,"Lorkovic, 1968",Least Concern,,3.1,Stable,Global & Europe
6989170,173314,Erebia melas,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,NYMPHALIDAE,Erebia,melas,,,,"(Herbst, 1796)",Least Concern,,3.1,Decreasing,Global & Europe
8153516,18366,Proserpinus proserpina,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,SPHINGIDAE,Proserpinus,proserpina,,,,"(Pallas, 1772)",Data Deficient,,2.3,,Global
8352663,185026,Polycheles typhlops,ANIMALIA,ARTHROPODA,DECAPODA,MALACOSTRACA,POLYCHELIDAE,Polycheles,typhlops,,,,"Heller, 1862",Least Concern,,3.1,Stable,Global
8454057,185659,Platycnemis pennipes ssp. nitidula,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYCNEMIDIDAE,Platycnemis,pennipes,subspecies,nitidula,,"Brullé, 1832",Least Concern,,3.1,Stable,Global & Mediterranean
9009447,19743,Rosalia alpina,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CERAMBYCIDAE,Rosalia,alpina,,,,"(Linnaeus, 1758)",Vulnerable,A1c,2.3,,Global
9237349,20938,Strongylognathus silvestrii,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,FORMICIDAE,Strongylognathus,silvestrii,,,,"Menozzi, 1936",Vulnerable,D2,2.3,,Global
9338388,2191,Astacus astacus,ANIMALIA,ARTHROPODA,DECAPODA,MALACOSTRACA,ASTACIDAE,Astacus,astacus,,,,"(Linnaeus, 1758)",Vulnerable,A2ad,3.1,Decreasing,Global
10120005,3845,Carabus intricatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CARABIDAE,Carabus,intricatus,,,,"Linnaeus, 1761",Lower Risk/near threatened,,2.3,,Global
10228760,39486,Lycaena ottomana,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,LYCAENIDAE,Lycaena,ottomana,,,,"(Lefèbvre, 1830)",Vulnerable,A1ac,2.3,Decreasing,Global
10360341,40730,Epimyrma adlerzi,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,FORMICIDAE,Epimyrma,adlerzi,,,,"Douwes, Jessen &amp; Buschinger, 1988",Vulnerable,D2,2.3,,Global
13309447,13304723,Colletes creticus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,COLLETIDAE,Colletes,creticus,,,,"Noskiewicz, 1936",Near Threatened,,3.1,Unknown,Global & Europe
13309507,13306742,Colletes hederae,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,COLLETIDAE,Colletes,hederae,,,,"Schmidt &amp; Westrich, 1993",Least Concern,,3.1,Increasing,Global & Europe
13309607,13307748,Colletes standfussi,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,COLLETIDAE,Colletes,standfussi,,,,"Kuhlmann, 2003",Data Deficient,,3.1,Unknown,Global & Europe
13318550,13317994,Panurginus schwarzi,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,ANDRENIDAE,Panurginus,schwarzi,,,,"(Warncke, 1972)",Data Deficient,,3.1,Unknown,Global & Europe
13321504,13320156,Ceratina gravidula,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Ceratina,gravidula,,,,"Gerstäcker, 1869",Least Concern,,3.1,Stable,Global & Europe
13321552,13320615,Ceratina teunisseni,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Ceratina,teunisseni,,,,"Terzo and Rasmont, 1997",Data Deficient,,3.1,Unknown,Global & Europe
13324673,13322492,Dasypoda frieseana,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MELITTIDAE,Dasypoda,frieseana,,,,"Schletterer, 1890",Endangered,B2ab(iii),3.1,Decreasing,Global & Europe
13324689,13322514,Dasypoda pyriformis,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MELITTIDAE,Dasypoda,pyriformis,,,,"Radoszkowski, 1887",Least Concern,,3.1,Unknown,Global & Europe
13339970,13325451,Halictus centaureae,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Halictus,centaureae,,,,"Ebmer, 1985",Data Deficient,,3.1,Unknown,Global & Europe
13340046,13338039,Halictus holomelaenus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Halictus,holomelaenus,,,,"Blüthgen, 1936",Data Deficient,,3.1,Unknown,Global & Europe
13340050,13338042,Seladonia inpilosa,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Seladonia,inpilosa,,,,"(Ebmer, 1975)",Data Deficient,,3.1,Unknown,Global & Europe
13340078,13338089,Halictus lussinicus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Halictus,lussinicus,,,,"Blüthgen, 1936",Data Deficient,,3.1,Unknown,Global & Europe
13340098,13338107,Halictus nicosiae,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Halictus,nicosiae,,,,"Blüthgen, 1923",Data Deficient,,3.1,Unknown,Global & Europe
13372703,165460,Lindenia tetraphylla,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Lindenia,tetraphylla,,,,"(Vander Linden, 1825)",Least Concern,,3.1,Unknown,Global
17046346,17046301,Dolichopoda remyi,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,RHAPHIDOPHORIDAE,Dolichopoda,remyi,,,,"Chopard, 1934",Least Concern,,3.1,Unknown,Global & Europe
17046366,17046314,Dolichopoda hussoni,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,RHAPHIDOPHORIDAE,Dolichopoda,hussoni,,,,"Chopard, 1934",Least Concern,,3.1,Unknown,"Global, Europe & Mediterranean"
17533964,165506,Orthetrum taeniolatum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Orthetrum,taeniolatum,,,,"(Schneider, 1845)",Least Concern,,3.1,Unknown,Global
17537803,165471,Selysiothemis nigra,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Selysiothemis,nigra,,,,"(Vander Linden, 1825)",Least Concern,,3.1,Stable,Global
17538409,60038,Sympetrum fonscolombii,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Sympetrum,fonscolombii,,,,"(Selys, 1840)",Least Concern,,3.1,Stable,Global
17891947,16084525,Oropodisma chelmosi,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,ACRIDIDAE,Oropodisma,chelmosi,,,,"Uvarov, 1942",Endangered,"B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,"Global, Europe & Mediterranean"
18053580,16084523,Oropodisma willemsei,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,ACRIDIDAE,Oropodisma,willemsei,,,,"La Greca &amp; Messina, 1976",Critically Endangered,"B1ab(iii,v)",3.1,Decreasing,"Global, Europe & Mediterranean"
18407506,16084420,Oropodisma karavica,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,ACRIDIDAE,Oropodisma,karavica,,,,"La Greca &amp; Messina, 1977",Endangered,"B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,"Global, Europe & Mediterranean"
19152175,165489,Onychogomphus forcipatus,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Onychogomphus,forcipatus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
19156286,165514,Brachytron pratense,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,AESHNIDAE,Brachytron,pratense,,,,"(Müller, 1764)",Least Concern,,3.1,Stable,Global
19156760,165467,Caliaeschna microstigma,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,AESHNIDAE,Caliaeschna,microstigma,,,,"(Schneider, 1845)",Least Concern,,3.1,Decreasing,Global
19158182,165520,Coenagrion ornatum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Coenagrion,ornatum,,,,"(Selys, 1850)",Least Concern,,3.1,Decreasing,Global
19158662,165484,Coenagrion pulchellum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Coenagrion,pulchellum,,,,"(Vander Linden, 1823)",Least Concern,,3.1,Stable,Global
19159139,165502,Coenagrion scitulum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Coenagrion,scitulum,,,,"(Rambur, 1842)",Least Concern,,3.1,Increasing,Global
19159607,165478,Erythromma viridulum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Erythromma,viridulum,,,,"Charpentier, 1840",Least Concern,,3.1,Increasing,Global
19160047,165525,Ischnura pumilio,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Ischnura,pumilio,,,,"(Charpentier, 1825)",Least Concern,,3.1,Stable,Global
19160630,165500,Pyrrhosoma nymphula,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Pyrrhosoma,nymphula,,,,"(Sulzer, 1776)",Least Concern,,3.1,Stable,Global
19161110,165507,Cordulegaster insignis,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,CORDULEGASTRIDAE,Cordulegaster,insignis,,,,"Schneider, 1845",Least Concern,,3.1,Stable,Global
19161436,165526,Cordulegaster picta,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,CORDULEGASTRIDAE,Cordulegaster,picta,,,,"Selys, 1854",Least Concern,,3.1,Stable,Global
19161728,165485,Somatochlora flavomaculata,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,CORDULIIDAE,Somatochlora,flavomaculata,,,,"(Vander Linden, 1825)",Least Concern,,3.1,Stable,Global
19162182,165494,Somatochlora meridionalis,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,CORDULIIDAE,Somatochlora,meridionalis,,,,"Nielsen, 1935",Least Concern,,3.1,Unknown,Global
19162580,165515,Epallage fatime,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,EUPHAEIDAE,Epallage,fatime,,,,"(Charpentier, 1840)",Least Concern,,3.1,Stable,Global
19162847,165466,Stylurus flavipes,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Stylurus,flavipes,,,,"(Charpentier, 1825)",Least Concern,,3.1,Increasing,Global
19163708,165523,Gomphus vulgatissimus,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Gomphus,vulgatissimus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
19164635,165480,Lestes macrostigma,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LESTIDAE,Lestes,macrostigma,,,,"(Eversmann, 1836)",Least Concern,,3.1,Decreasing,Global
19165141,165493,Chalcolestes parvidens,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LESTIDAE,Chalcolestes,parvidens,,,,"Artobolevskii, 1929",Least Concern,,3.1,Stable,Global
19165578,165475,Lestes sponsa,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LESTIDAE,Lestes,sponsa,,,,"(Hansemann, 1823)",Least Concern,,3.1,Stable,Global
19166030,165492,Lestes virens,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LESTIDAE,Lestes,virens,,,,"(Charpentier, 1825)",Least Concern,,3.1,Stable,Global
19167508,165531,Libellula depressa,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Libellula,depressa,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global
19168031,165496,Libellula fulva,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Libellula,fulva,,,,"Müller, 1764",Least Concern,,3.1,Stable,Global
19169192,165510,Sympetrum meridionale,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Sympetrum,meridionale,,,,"(Selys, 1841)",Least Concern,,3.1,Stable,Global
19170001,165464,Sympetrum pedemontanum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Sympetrum,pedemontanum,,,,"(Müller in Allioni, 1766)",Least Concern,,3.1,Stable,Global
19170436,165483,Sympetrum vulgatum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Sympetrum,vulgatum,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
