internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
165520,Coenagrion ornatum,"Coenagrion vanbrinkae Lohmann, 1993",Coenagrion,vanbrinkae,"Lohmann, 1993",,
165520,Coenagrion ornatum,"Agrion ornatum Selys, 1850",Agrion,ornatum,"Selys, 1850",,
165484,Coenagrion pulchellum,"Coenagrion pulchellum (Vander Linden, 1823) ssp. saisanicum (Belyshev, 1964)",Coenagrion,pulchellum,"(Vander Linden, 1823)",subspecies,"(Belyshev, 1964)"
165484,Coenagrion pulchellum,"Coenagrion pulchellum (Vander Linden, 1823) ssp. interruptum (Charpentier, 1840)",Coenagrion,pulchellum,"(Vander Linden, 1823)",subspecies,"(Charpentier, 1840)"
165484,Coenagrion pulchellum,"Coenagrion pulchellum (Vander Linden, 1823) ssp. mediterraneum Schmidt, 1964",Coenagrion,pulchellum,"(Vander Linden, 1823)",subspecies,"Schmidt, 1964"
165478,Erythromma viridulum,"Erythromma viridulum orientale Schmidt, 1960",Erythromma,viridulum orientale,"Schmidt, 1960",,
165525,Ischnura pumilio,"Agrion pumilio Charpentier, 1825",Agrion,pumilio,"Charpentier, 1825",,
165485,Somatochlora flavomaculata,"Libellula flavomaculata Vander Linden, 1825",Libellula,flavomaculata,"Vander Linden, 1825",,
165466,Stylurus flavipes,"Gomphus flavipes (Charpentier, 1825)",Gomphus,flavipes,"(Charpentier, 1825)",,
165466,Stylurus flavipes,"Aeschna flavipes Charpentier, 1825",Aeschna,flavipes,"Charpentier, 1825",,
165466,Stylurus flavipes,"Petalura selysii Guérin-Ménevile, 1838",Petalura,selysii,"Guérin-Ménevile, 1838",,
165466,Stylurus flavipes,"Stylurus flavipes ssp. sibirica Bartenev, 1909",Stylurus,flavipes,,subspecies,"Bartenev, 1909"
165493,Chalcolestes parvidens,"Lestes viridis ssp. parvidens Artobolevskii, 1929",Lestes,viridis,,subspecies,"Artobolevskii, 1929"
165493,Chalcolestes parvidens,"Chalcolestes viridis ssp. parvidens (Artobolevskii, 1929)",Chalcolestes,viridis,,subspecies,"(Artobolevskii, 1929)"
165493,Chalcolestes parvidens,"Lestes parvidens Artobolevskii, 1929",Lestes,parvidens,"Artobolevskii, 1929",,
165531,Libellula depressa,"Platetrum depressa (Linnaeus, 1758)",Platetrum,depressa,"(Linnaeus, 1758)",,
165510,Sympetrum meridionale,"Libellula nudicollis Hagen, 1850",Libellula,nudicollis,"Hagen, 1850",,
165510,Sympetrum meridionale,"Libellula hybrida Rambur, 1842",Libellula,hybrida,"Rambur, 1842",,
19199351,Andrena pellucens,"Andrena  pici  Pérez, 1895",Andrena ,pici," Pérez, 1895",,
19199036,Andrena resoluta,"Andrena  concinna ssp. resoluta Warncke, 1973",Andrena ,concinna,,subspecies,"Warncke, 1973"
19199942,Hylaeus milossus,"Prosopis hyalinata ssp. milossa Warncke, 1981",Prosopis,hyalinata,,subspecies,"Warncke, 1981"
19198613,Hylaeus pictus,"Prosopis scutata Lichtenstein, 1877",Prosopis,scutata,"Lichtenstein, 1877",,
19198613,Hylaeus pictus,"Prosopis stigmorhina Pérez, 1895",Prosopis,stigmorhina,"Pérez, 1895",,
19198613,Hylaeus pictus,"Prosopis purpurissata Vachal, 1895",Prosopis,purpurissata,"Vachal, 1895",,
19198613,Hylaeus pictus,"Prosopis picta Smith, 1853",Prosopis,picta,"Smith, 1853",,
19199797,Andrena bucephala,"Andrena  longipes  Smith, 1847",Andrena ,longipes ,"Smith, 1847",,
19198545,Andrena curvana,"Andrena  gascheti <i>auct. nec</i> Perez, 1903",Andrena ,gascheti,"<i>auct. nec</i> Perez, 1903",,
19199528,Andrena fimbriata,"Andrena pallens  ssp. pallens  Brullé, 1832",Andrena,pallens ,,subspecies,"Brullé, 1832"
19199528,Andrena fimbriata,"Andrena  forsteri  Warncke, 1965",Andrena ,forsteri ,"Warncke, 1965",,
19198660,Andrena fulva,"Andrena fulva  ssp. romanensis  Warncke, 1980",Andrena,fulva ,,subspecies,"Warncke, 1980"
19198660,Andrena fulva,"Apis fulva  Müller, 1766",Apis,fulva ,"Müller, 1766",,
19198660,Andrena fulva,"Apis armata  Gmelin, 1790",Apis,armata ,"Gmelin, 1790",,
19198660,Andrena fulva,"Apis  vulpina  Christ, 1791",Apis ,vulpina ,"Christ, 1791",,
19198660,Andrena fulva,"Apis  vestita  Fabricius, 1793",Apis ,vestita ,"Fabricius, 1793",,
19198660,Andrena fulva,"Apis tetricus  Harris, 1776",Apis,tetricus ,"Harris, 1776",,
19199537,Andrena graecella,"Andrena  strymonia Pittioni, 1950 (female, not male)",Andrena ,strymonia,"Pittioni, 1950 (female, not male)",,
19198359,Habropoda ezonata,"Habrophora ezonata  Smith, 1854",Habrophora,ezonata ,"Smith, 1854",,
19199572,Anthophora dalmatica,"Anthophora agama  ssp. agamoides  Strand, 1915",Anthophora,agama ,,subspecies,"Strand, 1915"
59774,Somatochlora borisi,"Corduliochlora borisi (Marinov, 2001)",Corduliochlora,borisi,"(Marinov, 2001)",,
165529,Chalcolestes viridis,"Lestes  viridis  (Vander Linden, 1825)",Lestes ,viridis ,"(Vander Linden, 1825)",,
165529,Chalcolestes viridis,"Agrion leucopsallis Charpentier, 1825",Agrion,leucopsallis,"Charpentier, 1825",,
165529,Chalcolestes viridis,"Agrion viridis Vander Linden, 1820",Agrion,viridis,"Vander Linden, 1820",,
54527148,Rhophitoides epiroticus,"Rophites epiroticus (Schwammberger, 1975)",Rophites,epiroticus,"(Schwammberger, 1975)",,
19198444,Lasioglossum bavaricum,"Lasioglossum bavaricum ssp. olympicum (Warncke, 1982)",Lasioglossum,bavaricum,,subspecies,"(Warncke, 1982)"
19198444,Lasioglossum bavaricum,"Lasioglossum bavaricum ssp. bavaricum (Blüthgen, 1930)",Lasioglossum,bavaricum,,subspecies,"(Blüthgen, 1930)"
157814,Anaglyptus luteofasciatus,"Anaglyptus  moreanus  Demelt, 1970",Anaglyptus ,moreanus ,"Demelt, 1970",,
157930,Ampedus canaliculatus,"Elater canaliculatus Reitter, 1918",Elater,canaliculatus,"Reitter, 1918",,
157767,Brachygonus gratiosus,"Ampedus gratiosus Platia & Schimmel, 1991",Ampedus,gratiosus,"Platia & Schimmel, 1991",,
44791345,Ameles decolor,"Harpax decolor Lucas, 1849",Harpax,decolor,"Lucas, 1849",,
44791345,Ameles decolor,"Mantis decolor Charpentier, 1825",Mantis,decolor,"Charpentier, 1825",,
44791577,Ameles heldreichi,"Parameles heldreichi Jacobson & Bianchi, 1905",Parameles,heldreichi,"Jacobson & Bianchi, 1905",,
44791577,Ameles heldreichi,"Parameles taurica Jakovlev, 1903",Parameles,taurica,"Jakovlev, 1903",,
44791577,Ameles heldreichi,"Parameles picteti Giglio-Tos, 1914",Parameles,picteti,"Giglio-Tos, 1914",,
44791577,Ameles heldreichi,"Apterameles rammei Beier, 1950",Apterameles,rammei,"Beier, 1950",,
44791577,Ameles heldreichi,"Ameles cypria Uvarov, 1936",Ameles,cypria,"Uvarov, 1936",,
44791655,Ameles spallanzania,"Mantis soror Serville, 1839",Mantis,soror,"Serville, 1839",,
44791655,Ameles spallanzania,"Mantis spallanzania Rossi, 1792",Mantis,spallanzania,"Rossi, 1792",,
44791655,Ameles spallanzania,"Mantis nana Charpentier, 1825",Mantis,nana,"Charpentier, 1825",,
44791655,Ameles spallanzania,"Mantis brevis Rambur, 1838",Mantis,brevis,"Rambur, 1838",,
44791655,Ameles spallanzania,"Ameles abjecta Bolivar, 1897",Ameles,abjecta,"Bolivar, 1897",,
44791655,Ameles spallanzania,"Ameles africana Bolivar, 1914",Ameles,africana,"Bolivar, 1914",,
44791655,Ameles spallanzania,"Ameles modesta Bolivar, 1914",Ameles,modesta,"Bolivar, 1914",,
44791655,Ameles spallanzania,"Mantis spallanzania Rossi, 1792",Mantis,spallanzania,"Rossi, 1792",,
44791655,Ameles spallanzania,"Mantis nana Charpentier, 1825",Mantis,nana,"Charpentier, 1825",,
44791655,Ameles spallanzania,"Mantis brevis Rambur, 1838",Mantis,brevis,"Rambur, 1838",,
44791239,Iris oratoria,"Ameles minima Kirby, 1904",Ameles,minima,"Kirby, 1904",,
44791239,Iris oratoria,"Gryllus oratorius Linnaeus, 1758",Gryllus,oratorius,"Linnaeus, 1758",,
44791239,Iris oratoria,"Mantis dentata Goeze, 1778",Mantis,dentata,"Goeze, 1778",,
44791239,Iris oratoria,"Mantis bella Germar, 1817",Mantis,bella,"Germar, 1817",,
44791239,Iris oratoria,"Mantis minima Charpentier, 1825",Mantis,minima,"Charpentier, 1825",,
44791239,Iris oratoria,"Iris minima Ramme, 1950",Iris,minima,"Ramme, 1950",,
44791239,Iris oratoria,"Mantis fenestrata Brullé, 1832",Mantis,fenestrata,"Brullé, 1832",,
44791239,Iris oratoria,"Mantis oratoria Linnaeus, 1758",Mantis,oratoria,"Linnaeus, 1758",,
44793247,Mantis religiosa,"Gryllus religiosus Linne, 1758",Gryllus,religiosus,"Linne, 1758",,
44792855,Rivetina baetica,"Mantis baetica Rambur, 1839",Mantis,baetica,"Rambur, 1839",,
44792855,Rivetina baetica,"Fischeria baetica Rambur, 1838",Fischeria,baetica,"Rambur, 1838",,
44792855,Rivetina baetica,"Mantis pallasii Fieber, 1853",Mantis,pallasii,"Fieber, 1853",,
44792855,Rivetina baetica,"Iris syriaca Saussure, 1869",Iris,syriaca,"Saussure, 1869",,
44792855,Rivetina baetica,"Mantis fasciata Thunberg, 1815",Mantis,fasciata,"Thunberg, 1815",,
44792855,Rivetina baetica,"Mantis maculipennis Gistel, 1856",Mantis,maculipennis,"Gistel, 1856",,
44710554,Bradyporus macrogaster,"Ephippiger macrogaster Lefebvre, 1831",Ephippiger,macrogaster,"Lefebvre, 1831",,
45462354,Eupholidoptera epirotica,"Pholidoptera epirotica Ramme, 1927",Pholidoptera,epirotica,"Ramme, 1927",,
45462624,Eupholidoptera megastyla,"Pholidoptera megastyla Ramme, 1939",Pholidoptera,megastyla,"Ramme, 1939",,
45463146,Eupholidoptera uvarovi,"Pholidoptera uvarovi Karabag, 1952",Pholidoptera,uvarovi,"Karabag, 1952",,
45463281,Eupholidoptera spinigera,"Pholidoptera spinigera Ramme, 1930",Pholidoptera,spinigera,"Ramme, 1930",,
45463340,Eupholidoptera astyla,"Pholidoptera astyla Ramme, 1927",Pholidoptera,astyla,"Ramme, 1927",,
157568,Purpuricenus desfontainii,"Cerambyx desfontainii Fabricius, 1793 ",Cerambyx,desfontainii,"Fabricius, 1793 ",,
13340340,Bombus cryptarum,"Apis cryptarum Fabricius, 1775",Apis,cryptarum,"Fabricius, 1775",,
13340340,Bombus cryptarum,"Bombus moderatus Cresson, 1863",Bombus,moderatus,"Cresson, 1863",,
47173828,Chlorophorus gratiosus,"Clytus gratiosus Marseul, 1868",Clytus,gratiosus,"Marseul, 1868",,
47173828,Chlorophorus gratiosus,"Chlorophorus gratiosus ssp. sparsus (Reitter, 1886)",Chlorophorus,gratiosus,,subspecies,"(Reitter, 1886)"
47173830,Chlorophorus nivipictus,"Clytus nivipictus Kraatz, 1879",Clytus,nivipictus,"Kraatz, 1879",,
15431178,Acrotylus patruelis,"Gryllus patruelis Herrich-Schaffer, 1838",Gryllus,patruelis,"Herrich-Schaffer, 1838",,
47943578,Agoliinus pittinoi,"Aphodius pittinoi Carpaneto, 1986",Aphodius,pittinoi,"Carpaneto, 1986",,
47943583,Agrilinus ibericus,"Aphodius  jugurtha  Balthasar, 1931",Aphodius, jugurtha ,"Balthasar, 1931",,
47943583,Agrilinus ibericus,"Aphodius  scheuerni  Adam, 1979",Aphodius ,scheuerni ,"Adam, 1979",,
47943583,Agrilinus ibericus,"Aphodius  basilicatus Fiori, 1907",Aphodius ,basilicatus,"Fiori, 1907",,
47943583,Agrilinus ibericus,"Aphodius ibericus Harold, 1874",Aphodius,ibericus,"Harold, 1874",,
47943887,Chilothorax lineolatus,"Aphodius assimulans Mackauer, 1958",Aphodius,assimulans,"Mackauer, 1958",,
47943887,Chilothorax lineolatus,"Aphodius conjunctus Mulsant, 1842",Aphodius,conjunctus,"Mulsant, 1842",,
47943887,Chilothorax lineolatus,"Aphodius deletus Mulsant, 1842",Aphodius,deletus,"Mulsant, 1842",,
47943887,Chilothorax lineolatus,"Aphodius fuscicollis Mulsant, 1842",Aphodius,fuscicollis,"Mulsant, 1842",,
47943887,Chilothorax lineolatus,"Aphodius virgatus Schmidt A., 1916",Aphodius,virgatus,"Schmidt A., 1916",,
47943887,Chilothorax lineolatus,"Aphodius lineolatus Illiger, 1803",Aphodius,lineolatus,"Illiger, 1803",,
47944151,Melinopterus stolzi,"Aphodius stolzi Reitter, 1906",Aphodius,stolzi,"Reitter, 1906",,
47944402,Nobius rhodiensis,"Aphodius rhodiensis Baraud, 1976",Aphodius,rhodiensis,"Baraud, 1976",,
47944617,Pseudacrossus suffertus,"Aphodius dilatatus Reiche & Saulcy, 1856",Aphodius,dilatatus,"Reiche & Saulcy, 1856",,
47944617,Pseudacrossus suffertus,"Aphodius (Volinus) dilatatus Reiche & Saulcy, 1856 var. ampliatus Reitter, 1892",Aphodius (Volinus),dilatatus,"Reiche & Saulcy, 1856",variety,"Reitter, 1892"
47944617,Pseudacrossus suffertus,"Aphodius (Agolius) suffertus Schmidt, 1922",Aphodius (Agolius),suffertus,"Schmidt, 1922",,
47944617,Pseudacrossus suffertus,"Aphodius (Volinus) suffertus Schmidt, 1922",Aphodius (Volinus),suffertus,"Schmidt, 1922",,
47944617,Pseudacrossus suffertus,"Aphodius (Pseudacrossus) suffertus Schmidt, 1922",Aphodius (Pseudacrossus),suffertus,"Schmidt, 1922",,
47944617,Pseudacrossus suffertus,"Aphodius defiorei Fiori, 1907",Aphodius,defiorei,"Fiori, 1907",,
47944617,Pseudacrossus suffertus,"Aphodius suffertus Schmidt, 1922",Aphodius,suffertus,"Schmidt, 1922",,
47945314,Paracoptochirus singularis,"Coprochirus singularis Harold, 1868",Coprochirus,singularis,"Harold, 1868",,
47945314,Paracoptochirus singularis,"Coptochirus haemonius Reitter, 1903",Coptochirus,haemonius,"Reitter, 1903",,
47945671,Aphodius ghardimaouensis,"Aphodius (Bodilus)  lychnobius  Petrovitz, 1954",Aphodius (Bodilus) ,lychnobius ,"Petrovitz, 1954",,
47945671,Aphodius ghardimaouensis,"Aphodius (Bodilus) ghardimaouensis Balthasar, 1929",Aphodius (Bodilus),ghardimaouensis,"Balthasar, 1929",,
47945671,Aphodius ghardimaouensis,"Aphodius (Bodilus) ictericus (Laicharting, 1781) ssp. ghardimaouensis Balthasar, 1929",Aphodius (Bodilus),ictericus,"(Laicharting, 1781)",subspecies,"Balthasar, 1929"
47945671,Aphodius ghardimaouensis,"Bodiloides ictericus (Laicharting, 1781) ssp. ghardimaouensis (Balthasar, 1929)",Bodiloides,ictericus,"(Laicharting, 1781)",subspecies,"(Balthasar, 1929)"
47268032,Bubas bison,"Scarabaeus trispinosus Petagna, 1819",Scarabaeus,trispinosus,"Petagna, 1819",,
47268032,Bubas bison,"Bubas bison ssp. castaneus Mulsant, 1842",Bubas,bison,,subspecies,"Mulsant, 1842"
47268032,Bubas bison,"Bubas bison ssp. dentifrons Mulsant, 1842",Bubas,bison,,subspecies,"Mulsant, 1842"
47268032,Bubas bison,"Bubas bison ssp. brevicornis Mulsant, 1842",Bubas,bison,,subspecies,"Mulsant, 1842"
47268032,Bubas bison,"Bubas bison ssp. lineifrons Mulsant, 1842",Bubas,bison,,subspecies,"Mulsant, 1842"
47268032,Bubas bison,"Scarabaeus bison Linnaeus, 1767",Scarabaeus,bison,"Linnaeus, 1767",,
47268143,Bubas bubaloides,"Bubas bubalus ssp. bubaloides Janssens, 1938",Bubas,bubalus,,subspecies,"Janssens, 1938"
47268179,Cheironitis furcifer,"Cheironitis theryi Tondu, 1907",Cheironitis,theryi,"Tondu, 1907",,
47268179,Cheironitis furcifer,"Chironitis metasternalis Reitter, 1894",Chironitis,metasternalis,"Reitter, 1894",,
47268179,Cheironitis furcifer,"Onitis pugil Costa, 1853",Onitis,pugil,"Costa, 1853",,
47268179,Cheironitis furcifer,"Onitis syphax Fairmaire, 1875",Onitis,syphax,"Fairmaire, 1875",,
47268179,Cheironitis furcifer,"Scarabaeus furcifer Rossi, 1792",Scarabaeus,furcifer,"Rossi, 1792",,
47414331,Onthophagus opacicollis,"Onthophagus schatzmayeri Pierotti, 1959",Onthophagus,schatzmayeri,"Pierotti, 1959",,
