internalTaxonId,scientificName,name,language,main
165471,Selysiothemis nigra,Teufelchen,German,false
165471,Selysiothemis nigra,Windvaantje,Dutch; Flemish,false
165471,Selysiothemis nigra,Black Pennant,English,true
60038,Sympetrum fonscolombii,Cardinale venerosse,Italian,false
60038,Sympetrum fonscolombii,Frühe Heidelibelle,German,false
60038,Sympetrum fonscolombii,Libélula de Fonscolombe,Spanish; Castilian,false
60038,Sympetrum fonscolombii,malinovordeči kamenjak,Slovenian,false
60038,Sympetrum fonscolombii,Pixaví nervat,Catalan; Valencian,false
60038,Sympetrum fonscolombii,plavooki poljski konjic,Serbian,false
60038,Sympetrum fonscolombii,Sympétrum de Fonscolombe,French,false
60038,Sympetrum fonscolombii,Vandrande ängstrollslända,Swedish,false
60038,Sympetrum fonscolombii,žućkasti strijelac,Croatian,false
60038,Sympetrum fonscolombii,Zwervende heidelibel,Dutch; Flemish,false
60038,Sympetrum fonscolombii,Red-veined Darter,English,true
16084525,Oropodisma chelmosi,Chelmos Mountain Grasshopper,English,true
16084523,Oropodisma willemsei,Willemse's Mountain Grasshopper,English,true
16084420,Oropodisma karavica,Karavica Mountain Grasshopper,English,true
165489,Onychogomphus forcipatus,Small Pincertail,English,false
165489,Onychogomphus forcipatus,Alguacil-pinzas,Spanish; Castilian,false
165489,Onychogomphus forcipatus,bledi peščenec,Slovenian,false
165489,Onychogomphus forcipatus,Gomphe à forceps,French,false
165489,Onychogomphus forcipatus,Gomphe à pinces,French,false
165489,Onychogomphus forcipatus,Gonfo forcipato,Italian,false
165489,Onychogomphus forcipatus,Kleine tanglibel,Dutch; Flemish,false
165489,Onychogomphus forcipatus,Kleine Zangenlibelle,German,false
165489,Onychogomphus forcipatus,potočni regoč,Croatian,false
165489,Onychogomphus forcipatus,sprudni razroki konjic,Serbian,false
165489,Onychogomphus forcipatus,Stenflodtrollslända,Swedish,false
165489,Onychogomphus forcipatus,Tallanassos petit,Catalan; Valencian,false
165489,Onychogomphus forcipatus,Green-eyed Hooktail,English,true
165514,Brachytron pratense,Aeschne printanière,French,false
165514,Brachytron pratense,Dragone peloso,Italian,false
165514,Brachytron pratense,Esna primaveral,Spanish; Castilian,false
165514,Brachytron pratense,Estiracabells,Catalan; Valencian,false
165514,Brachytron pratense,Früher Schilfjäger,German,false
165514,Brachytron pratense,Glassnijder,Dutch; Flemish,false
165514,Brachytron pratense,prolećni knežević,Serbian,false
165514,Brachytron pratense,proljetni kraljević,Croatian,false
165514,Brachytron pratense,Tidig mosaikslända,Swedish,false
165514,Brachytron pratense,zgodnji trstničar,Slovenian,false
165514,Brachytron pratense,Hairy Hawker,English,true
165467,Caliaeschna microstigma,Eastern Spectre,English,false
165467,Caliaeschna microstigma,Bledi vetrnjak,Slovenian,false
165467,Caliaeschna microstigma,Južni ban,Bosnian,false
165467,Caliaeschna microstigma,Konavoski knez,Croatian,false
165467,Caliaeschna microstigma,Lugati i lindjes,Albanian,false
165467,Caliaeschna microstigma,Primorski plemić,Serbian,false
165467,Caliaeschna microstigma,Schaduwlibel,Dutch; Flemish,false
165467,Caliaeschna microstigma,Schattenlibelle,German,false
165467,Caliaeschna microstigma,Речен пъстролет,Bulgarian,false
165520,Coenagrion ornatum,Agrion Orné,French,false
165520,Coenagrion ornatum,Azzurrina balcanica,Italian,false
165520,Coenagrion ornatum,Istočna vodendjevojčica,Croatian,false
165520,Coenagrion ornatum,Koščični škratec,Slovenian,false
165520,Coenagrion ornatum,Pilivesa e zbukuruar,Albanian,false
165520,Coenagrion ornatum,Potočni plavac,Bosnian,false
165520,Coenagrion ornatum,Trozuba plava devica,Serbian,false
165520,Coenagrion ornatum,Vogel-Azurjungfer,German,false
165520,Coenagrion ornatum,Vogelwaterjuffer,Dutch; Flemish,false
165520,Coenagrion ornatum,Ornate Bluet,English,true
165484,Coenagrion pulchellum,Agrion Joli,French,false
165484,Coenagrion pulchellum,Agrion variable,Spanish; Castilian,false
165484,Coenagrion pulchellum,Azzurrina variabile,Italian,false
165484,Coenagrion pulchellum,Donzell de ratpenat,Catalan; Valencian,false
165484,Coenagrion pulchellum,Fledermaus-Azurjungfer,German,false
165484,Coenagrion pulchellum,ljupka vodendjevojčica,Croatian,false
165484,Coenagrion pulchellum,Mörk lyrflickslända,Swedish,false
165484,Coenagrion pulchellum,peharasta plava devica,Serbian,false
165484,Coenagrion pulchellum,suhljati škratec,Slovenian,false
165484,Coenagrion pulchellum,Variabele waterjuffer,Dutch; Flemish,false
165484,Coenagrion pulchellum,Variable Bluet,English,true
165502,Coenagrion scitulum,Agrion de charcas,Spanish; Castilian,false
165502,Coenagrion scitulum,Agrion Mignon,French,false
165502,Coenagrion scitulum,Azzurrina delicata,Italian,false
165502,Coenagrion scitulum,Donzell de trinxant,Catalan; Valencian,false
165502,Coenagrion scitulum,Gabel-Azurjungfer,German,false
165502,Coenagrion scitulum,Gaffelwaterjuffer,Dutch; Flemish,false
165502,Coenagrion scitulum,Mala plava devica,Serbian,false
165502,Coenagrion scitulum,Povodni škratec,Slovenian,false
165502,Coenagrion scitulum,Primorska vodendjevojčica,Croatian,false
165502,Coenagrion scitulum,Viljuškasti plavac,Bosnian,false
165502,Coenagrion scitulum,Dainty Bluet,English,true
165478,Erythromma viridulum,Small Redeye,English,false
165478,Erythromma viridulum,Agrion de ojos rojos,Spanish; Castilian,false
165478,Erythromma viridulum,Agrion Vert,French,false
165478,Erythromma viridulum,Kleine roodoogjuffer,Dutch; Flemish,false
165478,Erythromma viridulum,Kleines Granatauge,German,false
165478,Erythromma viridulum,mala crvenookica,Croatian,false
165478,Erythromma viridulum,mali rdečeokec,Slovenian,false
165478,Erythromma viridulum,Mindre rödögonflickslända,Swedish,false
165478,Erythromma viridulum,Naïade au corps vert,French,false
165478,Erythromma viridulum,Occhirossi minore,Italian,false
165478,Erythromma viridulum,Ullviu petit,Catalan; Valencian,false
165478,Erythromma viridulum,velika bistrooka devica,Serbian,false
165478,Erythromma viridulum,Small Red-eyed Damselfly,English,true
165525,Ischnura pumilio,Scarce Blue-tailed Damselfly,English,false
165525,Ischnura pumilio,Agrion menor,Spanish; Castilian,false
165525,Ischnura pumilio,Agrion Nain,French,false
165525,Ischnura pumilio,Bledi kresničar,Slovenian,false
165525,Ischnura pumilio,Codazzurra minore,Italian,false
165525,Ischnura pumilio,Kleine Pechlibelle,German,false
165525,Ischnura pumilio,Llantió petit,Catalan; Valencian,false
165525,Ischnura pumilio,Mala crnotrba devica,Serbian,false
165525,Ischnura pumilio,Mala mora,Croatian,false
165525,Ischnura pumilio,Mala plavorepka,Bosnian,false
165525,Ischnura pumilio,Mindre kustflickslända,Swedish,false
165525,Ischnura pumilio,Tengere grasjuffer,Dutch; Flemish,false
165525,Ischnura pumilio,Small Bluetail,English,true
165500,Pyrrhosoma nymphula,Caballito de fuego,Spanish; Castilian,false
165500,Pyrrhosoma nymphula,Ferrer camanegre,Catalan; Valencian,false
165500,Pyrrhosoma nymphula,Frühe Adonislibelle,German,false
165500,Pyrrhosoma nymphula,Ognjena devica,Serbian,false
165500,Pyrrhosoma nymphula,Petite Nymphe au Corps de Feu,French,false
165500,Pyrrhosoma nymphula,Punatytönkorento,Finnish,false
165500,Pyrrhosoma nymphula,Rana crvenka,Bosnian,false
165500,Pyrrhosoma nymphula,Rani plamenec,Slovenian,false
165500,Pyrrhosoma nymphula,Röd flickslända,Swedish,false
165500,Pyrrhosoma nymphula,Rød Vandnymfe,Danish,false
165500,Pyrrhosoma nymphula,Rødvannymfe,Norwegian,false
165500,Pyrrhosoma nymphula,Scintilla zampenere,Italian,false
165500,Pyrrhosoma nymphula,Smaragdna crvenka,Croatian,false
165500,Pyrrhosoma nymphula,Vuurjuffer,Dutch; Flemish,false
165500,Pyrrhosoma nymphula,Large Red Damsel,English,true
165507,Cordulegaster insignis,Blauwoog bronlibel,Dutch; Flemish,false
165507,Cordulegaster insignis,Türkische Quelljungfer,German,false
165507,Cordulegaster insignis,Blue-eyed Goldenring,English,true
165526,Cordulegaster picta,Cordulégastre Turc,French,false
165526,Cordulegaster picta,Gezeichnete Quelljungfer,German,false
165526,Cordulegaster picta,istočni konjic daždevnjak,Serbian,false
165526,Cordulegaster picta,južni potočar,Croatian,false
165526,Cordulegaster picta,rumeni studenčar,Slovenian,false
165526,Cordulegaster picta,Turkse bronlibel,Dutch; Flemish,false
165526,Cordulegaster picta,Turkish Goldenring,English,true
165485,Somatochlora flavomaculata,Cordulie à Taches Jaunes,French,false
165485,Somatochlora flavomaculata,Gefleckte Alpenlibelle,German,false
165485,Somatochlora flavomaculata,Gevlekte glanslibel,Dutch; Flemish,false
165485,Somatochlora flavomaculata,Gulfläckad glanstrollslända,Swedish,false
165485,Somatochlora flavomaculata,Pegasti lesketnik,Slovenian,false
165485,Somatochlora flavomaculata,Pegavi zeleni konjic,Serbian,false
165485,Somatochlora flavomaculata,Plitvička zelenka,Croatian,false
165485,Somatochlora flavomaculata,Smeralda maculata,Italian,false
165485,Somatochlora flavomaculata,Žutopjegi smaragd,Bosnian,false
165485,Somatochlora flavomaculata,Yellow-spotted Emerald,English,true
165494,Somatochlora meridionalis,Balkan-Smaragdlibelle,German,false
165494,Somatochlora meridionalis,Cordulie Méridionale,French,false
165494,Somatochlora meridionalis,Potočni smaragd,Bosnian,false
165494,Somatochlora meridionalis,Smeralda meridionale,Italian,false
165494,Somatochlora meridionalis,Sredozemna zelenka,Croatian,false
165494,Somatochlora meridionalis,Sredozemski lesketnik,Slovenian,false
165494,Somatochlora meridionalis,Šumski zeleni konjic,Serbian,false
165494,Somatochlora meridionalis,Zuidelijke glanslibel,Dutch; Flemish,false
165494,Somatochlora meridionalis,Balkan Emerald,English,true
165515,Epallage fatime,Blaue Orientjungfer,German,false
165515,Epallage fatime,Odalisque pruineuse,French,false
165515,Epallage fatime,Oriëntjuffer,Dutch; Flemish,false
165515,Epallage fatime,Odalisque,English,true
165466,Stylurus flavipes,Asiatische Keiljungfer,German,false
165466,Stylurus flavipes,Gomphe à Pattes Jaunes,French,false
165466,Stylurus flavipes,Gonfo zampegialle,Italian,false
165466,Stylurus flavipes,Riverrombout,Dutch; Flemish,false
165466,Stylurus flavipes,rumeni porečnik,Slovenian,false
165466,Stylurus flavipes,Större klubbtrollslända,Swedish,false
165466,Stylurus flavipes,žutonogi razroki konjic,Serbian,false
165466,Stylurus flavipes,River Clubtail,English,true
165523,Gomphus vulgatissimus,Club-tailed Dragonfly,English,false
165523,Gomphus vulgatissimus,Aitojokikorento,Finnish,false
165523,Gomphus vulgatissimus,Alguacil eurasiático,Spanish; Castilian,false
165523,Gomphus vulgatissimus,Almindelig Flodguldsmed,Danish,false
165523,Gomphus vulgatissimus,Beekrombout,Dutch; Flemish,false
165523,Gomphus vulgatissimus,crni regoč,Croatian,false
165523,Gomphus vulgatissimus,Gemeine Keiljungfer,German,false
165523,Gomphus vulgatissimus,Gomphe Vulgaire,French,false
165523,Gomphus vulgatissimus,Gonfo comune,Italian,false
165523,Gomphus vulgatissimus,Klubbeelvelibelle,Norwegian,false
165523,Gomphus vulgatissimus,običan razroki konjic,Serbian,false
165523,Gomphus vulgatissimus,popotni porečnik,Slovenian,false
165523,Gomphus vulgatissimus,Sandflodtrollslända,Swedish,false
165523,Gomphus vulgatissimus,Common Clubtail,English,true
165480,Lestes macrostigma,Dark Spreadwing,English,false
165480,Lestes macrostigma,Dunkle Binsenjungfer,German,false
165480,Lestes macrostigma,Grote pantserjuffer,Dutch; Flemish,false
165480,Lestes macrostigma,Južna zverca,Slovenian,false
165480,Lestes macrostigma,Krahëhapura zeshkane,Albanian,false
165480,Lestes macrostigma,Krahëhapura zeshkane,Albanian,false
165480,Lestes macrostigma,Leste à Grands Ptérostigmas,French,false
165480,Lestes macrostigma,Lestes oscuro,Spanish; Castilian,false
165480,Lestes macrostigma,Slana zelendjevica,Bosnian,false
165480,Lestes macrostigma,Tamna zelena devica,Serbian,false
165480,Lestes macrostigma,Velika zelendjevica,Croatian,false
165480,Lestes macrostigma,Verdina delle saline,Italian,false
165493,Chalcolestes parvidens,belorepa zelena devica,Serbian,false
165493,Chalcolestes parvidens,Istočna vrbina zelendjevica,Bosnian,false
165493,Chalcolestes parvidens,istočna vrbova djevica,Croatian,false
165493,Chalcolestes parvidens,Leste Vert Oriental,French,false
165493,Chalcolestes parvidens,Oostelijke houtpantserjuffer,Dutch; Flemish,false
165493,Chalcolestes parvidens,Östliche Weidenjungfer,German,false
165493,Chalcolestes parvidens,Östlig trädflickslända,Swedish,false
165493,Chalcolestes parvidens,presenetljiva pazverca,Slovenian,false
165493,Chalcolestes parvidens,Verdina orientale,Italian,false
165493,Chalcolestes parvidens,Eastern Willow Spreadwing,English,true
165475,Lestes sponsa,Alaestès fi,Catalan; Valencian,false
165475,Lestes sponsa,Barska zelendjevica,Bosnian,false
165475,Lestes sponsa,Gemeine Binsenjungfer,German,false
165475,Lestes sponsa,Gewone pantserjuffer,Dutch; Flemish,false
165475,Lestes sponsa,Gewone pantserjuffer,Dutch; Flemish,false
165475,Lestes sponsa,Krahëhapura e zakonshme,Albanian,false
165475,Lestes sponsa,Leste Fiancé,French,false
165475,Lestes sponsa,Lestes norteño,Spanish; Castilian,false
165475,Lestes sponsa,Mala dugorepa zelena devica,Serbian,false
165475,Lestes sponsa,Obvodna zverca,Slovenian,false
165475,Lestes sponsa,Pudrad smaragdflickslända,Swedish,false
165475,Lestes sponsa,Sjeverna zelendjevica,Croatian,false
165475,Lestes sponsa,Verdina boreale,Italian,false
165475,Lestes sponsa,Common Spreadwing,English,true
165492,Lestes virens,Small Spreadwing,English,false
165492,Lestes virens,Alaestès petit,Catalan; Valencian,false
165492,Lestes virens,Kleine Binsenjungfer,German,false
165492,Lestes virens,Lestes menor,Spanish; Castilian,false
165492,Lestes virens,Leste Verdoyant,French,false
165492,Lestes virens,Loška zverca,Slovenian,false
165492,Lestes virens,Mala zelena devica,Serbian,false
165492,Lestes virens,Mala zelendjevica,Bosnian,false
165492,Lestes virens,Mala zelendjevica,Croatian,false
165492,Lestes virens,Mindre smaragdflickslända,Swedish,false
165492,Lestes virens,Tengere pantserjuffer,Dutch; Flemish,false
165492,Lestes virens,Verdina minore,Italian,false
165492,Lestes virens,Small Emerald Spreadwing,English,true
165531,Libellula depressa,Bred trollslända,Swedish,false
165531,Libellula depressa,Libèl·lula ampla,Catalan; Valencian,false
165531,Libellula depressa,Libellula panciapiatta,Italian,false
165531,Libellula depressa,Libellule Déprimée,French,false
165531,Libellula depressa,Libélula plana,Spanish; Castilian,false
165531,Libellula depressa,Modri ploščec,Slovenian,false
165531,Libellula depressa,Platbuik,Dutch; Flemish,false
165531,Libellula depressa,Plattbauch,German,false
165531,Libellula depressa,Širokotrbi konjic,Bosnian,false
165531,Libellula depressa,Vilin konjic,Croatian,false
165531,Libellula depressa,Vilin konjic,Serbian,false
165531,Libellula depressa,Broad-Bodied Chaser,English,true
165496,Libellula fulva,Bruine korenbout,Dutch; Flemish,false
165496,Libellula fulva,črni ploščec,Slovenian,false
165496,Libellula fulva,Libèl·lula d'ulls grisos,Catalan; Valencian,false
165496,Libellula fulva,Libellula frontenera,Italian,false
165496,Libellula fulva,Libellule Fauve,French,false
165496,Libellula fulva,Libélula escasa,Spanish; Castilian,false
165496,Libellula fulva,plavooki vilin konjic,Serbian,false
165496,Libellula fulva,Spetsfläckad trollslända,Swedish,false
165496,Libellula fulva,Spitzenfleck,German,false
165496,Libellula fulva,vilin dorat,Croatian,false
165496,Libellula fulva,Blue Chaser,English,true
165510,Sympetrum meridionale,Cardinale meridionale,Italian,false
165510,Sympetrum meridionale,Hedhësi jugor,Albanian,false
165510,Sympetrum meridionale,Južni livadar,Bosnian,false
165510,Sympetrum meridionale,Južni strijelac,Croatian,false
165510,Sympetrum meridionale,Libélula meridional,Spanish; Castilian,false
165510,Sympetrum meridionale,Ljusröd ängstrollslända,Swedish,false
165510,Sympetrum meridionale,Obični poljski konjic,Serbian,false
165510,Sympetrum meridionale,Pixaví llis,Catalan; Valencian,false
165510,Sympetrum meridionale,Sredozemski kamenjak,Slovenian,false
165510,Sympetrum meridionale,Südliche Heidelibelle,German,false
165510,Sympetrum meridionale,Sympétrum Méridional,French,false
165510,Sympetrum meridionale,Sympétrum Méridional,French,false
165510,Sympetrum meridionale,Zuidelijke heidelibel,Dutch; Flemish,false
165510,Sympetrum meridionale,Southern Darter,English,true
165464,Sympetrum pedemontanum,Bandad ängstrollslända,Swedish,false
165464,Sympetrum pedemontanum,Bandheidelibel,Dutch; Flemish,false
165464,Sympetrum pedemontanum,Cardinale alifasciate,Italian,false
165464,Sympetrum pedemontanum,Četveropegi poljski konjic,Serbian,false
165464,Sympetrum pedemontanum,Crnkasti strijelac,Croatian,false
165464,Sympetrum pedemontanum,Gebänderte Heidelibelle,German,false
165464,Sympetrum pedemontanum,Joslu klajumspāre,Latvian,false
165464,Sympetrum pedemontanum,Pasasti kamenjak,Slovenian,false
165464,Sympetrum pedemontanum,Pixaví alabarrat,Catalan; Valencian,false
165464,Sympetrum pedemontanum,Sympétrum du Piémont,French,false
165464,Sympetrum pedemontanum,Бабка перев’язана,Ukrainian,false
165464,Sympetrum pedemontanum,Banded Darter,English,true
165483,Sympetrum vulgatum,Moustached Darter,English,false
165483,Sympetrum vulgatum,Brkati livadar,Bosnian,false
165483,Sympetrum vulgatum,Brkati poljski konjic,Serbian,false
165483,Sympetrum vulgatum,Cardinale boreale,Italian,false
165483,Sympetrum vulgatum,Gemeine Heidelibelle,German,false
165483,Sympetrum vulgatum,Hedhësi endacak,Albanian,false
165483,Sympetrum vulgatum,Mali strijelac,Croatian,false
165483,Sympetrum vulgatum,Navadni kamenjak,Slovenian,false
165483,Sympetrum vulgatum,Pixaví muntanyenc,Catalan; Valencian,false
165483,Sympetrum vulgatum,Steenrode heidelibel,Dutch; Flemish,false
165483,Sympetrum vulgatum,Sympétrum Vulgaire,French,false
165483,Sympetrum vulgatum,Tegelröd ängstrollslända,Swedish,false
165483,Sympetrum vulgatum,Vagrant Darter,English,true
19199100,Nomada armata,Knautiawespbij,Dutch; Flemish,true
19199440,Nomada baccata,Kleine bleekvlekwespbij,Dutch; Flemish,true
19199510,Nomada fabriciana,Rood-zwarte dubbeltand,Dutch; Flemish,true
19199584,Nomada flava,Gewone wespbij,Dutch; Flemish,true
19199761,Nomada piccioliana,Kalkgraslandwespbij,Dutch; Flemish,true
19199825,Nomada similis,Matglanswespbij,Dutch; Flemish,true
59774,Somatochlora borisi,borisov zeleni konjic,Serbian,false
59774,Somatochlora borisi,Bulgaarse glanslibel,Dutch; Flemish,false
59774,Somatochlora borisi,Cordulie de Bulgarie,French,false
59774,Somatochlora borisi,Rhodopen-Smaragdlibelle,German,false
59774,Somatochlora borisi,Bulgarian Emerald,English,true
165529,Chalcolestes viridis,Western Willow Spreadwing,English,false
165529,Chalcolestes viridis,Willow Emerald Damselfly,English,false
165529,Chalcolestes viridis,Gemeine Weidenjungfer,German,false
165529,Chalcolestes viridis,Houtpantserjuffer,Dutch; Flemish,false
165529,Chalcolestes viridis,Lestes sinople,Spanish; Castilian,false
165529,Chalcolestes viridis,Leste Vert,French,false
165529,Chalcolestes viridis,Västlig trädflickslända,Swedish,false
165529,Chalcolestes viridis,Velika zelena devica,Serbian,false
165529,Chalcolestes viridis,Verdina maggiore,Italian,false
165529,Chalcolestes viridis,Vimetaire occidental,Catalan; Valencian,false
165529,Chalcolestes viridis,Zapadna vrbina zelendjevica,Bosnian,false
165529,Chalcolestes viridis,Zapadna vrbova djevica,Croatian,false
165529,Chalcolestes viridis,Zelena pazverca,Slovenian,false
165529,Chalcolestes viridis,Green Emerald Damselfly,English,true
44793097,Rivetina baetica ssp. tenuidentata,Delicate Teeth Baetic Ground Mantis,English,true
44791345,Ameles decolor,Dwarf Mantis,English,false
44791345,Ameles decolor,Mante Décolore,French,false
44791345,Ameles decolor,Mantide scolorita,Italian,false
44791345,Ameles decolor,Mediterranean Dwarf Mantis,English,true
44791577,Ameles heldreichi,Heldreich's Dwarf Mantis,English,true
44791655,Ameles spallanzania,Mantide di Spallanzani,Italian,false
44791655,Ameles spallanzania,European Dwarf Mantis,English,true
44790994,Empusa fasciata,Conehead Mantis,English,false
44790994,Empusa fasciata,Conehead Mantis,English,false
44790994,Empusa fasciata,Devil's Mare,English,false
44790994,Empusa fasciata,Емпуза смугаста,Ukrainian,false
44790994,Empusa fasciata,Емпуза смугаста,Ukrainian,false
44790994,Empusa fasciata,Эмпуза полосатая,Russian,false
44790994,Empusa fasciata,Эмпуза полосатая,Russian,false
44790994,Empusa fasciata,Devil's Mare,English,true
44791239,Iris oratoria,Mante ocellée,French,false
44791239,Iris oratoria,Mediterranean Mantis,English,true
44792855,Rivetina baetica,Baetic Ground Mantis,English,true
44710554,Bradyporus macrogaster,Big-Bellied Glandular Bush-Cricket,English,true
45462302,Eupholidoptera cephalonica,Ionian Marbled Bush-cricket,English,true
45462354,Eupholidoptera epirotica,Epirus Marbled Bush-cricket,English,true
45462525,Eupholidoptera leucasi,Lefkas Marbled Bush-cricket,English,true
45462624,Eupholidoptera megastyla,Greek Marbled Bush-cricket,English,true
45463146,Eupholidoptera uvarovi,Uvarov's Marbled Bush-cricket,English,true
45463212,Eupholidoptera forcipata,Idi Marbled Bush-cricket,English,true
45463223,Eupholidoptera icariensis,Ikaria Marbled Bush-cricket,English,true
